NTD ID,Legacy NTD ID,Agency,Status,Reporter Type,UZA,UZA Name,Mode,TOS,1/1/2002,2/1/2002,3/1/2002,4/1/2002,5/1/2002,6/1/2002,7/1/2002,8/1/2002,9/1/2002,10/1/2002,11/1/2002,12/1/2002,1/1/2003,2/1/2003,3/1/2003,4/1/2003,5/1/2003,6/1/2003,7/1/2003,8/1/2003,9/1/2003,10/1/2003,11/1/2003,12/1/2003,1/1/2004,2/1/2004,3/1/2004,4/1/2004,5/1/2004,6/1/2004,7/1/2004,8/1/2004,9/1/2004,10/1/2004,11/1/2004,12/1/2004,1/1/2005,2/1/2005,3/1/2005,4/1/2005,5/1/2005,6/1/2005,7/1/2005,8/1/2005,9/1/2005,10/1/2005,11/1/2005,12/1/2005,1/1/2006,2/1/2006,3/1/2006,4/1/2006,5/1/2006,6/1/2006,7/1/2006,8/1/2006,9/1/2006,10/1/2006,11/1/2006,12/1/2006,1/1/2007,2/1/2007,3/1/2007,4/1/2007,5/1/2007,6/1/2007,7/1/2007,8/1/2007,9/1/2007,10/1/2007,11/1/2007,12/1/2007,1/1/2008,2/1/2008,3/1/2008,4/1/2008,5/1/2008,6/1/2008,7/1/2008,8/1/2008,9/1/2008,10/1/2008,11/1/2008,12/1/2008,1/1/2009,2/1/2009,3/1/2009,4/1/2009,5/1/2009,6/1/2009,7/1/2009,8/1/2009,9/1/2009,10/1/2009,11/1/2009,12/1/2009,1/1/2010,2/1/2010,3/1/2010,4/1/2010,5/1/2010,6/1/2010,7/1/2010,8/1/2010,9/1/2010,10/1/2010,11/1/2010,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,5/1/2011,6/1/2011,7/1/2011,8/1/2011,9/1/2011,10/1/2011,11/1/2011,12/1/2011,1/1/2012,2/1/2012,3/1/2012,4/1/2012,5/1/2012,6/1/2012,7/1/2012,8/1/2012,9/1/2012,10/1/2012,11/1/2012,12/1/2012,1/1/2013,2/1/2013,3/1/2013,4/1/2013,5/1/2013,6/1/2013,7/1/2013,8/1/2013,9/1/2013,10/1/2013,11/1/2013,12/1/2013,1/1/2014,2/1/2014,3/1/2014,4/1/2014,5/1/2014,6/1/2014,7/1/2014,8/1/2014,9/1/2014,10/1/2014,11/1/2014,12/1/2014,1/1/2015,2/1/2015,3/1/2015,4/1/2015,5/1/2015,6/1/2015,7/1/2015,8/1/2015,9/1/2015,10/1/2015,11/1/2015,12/1/2015,1/1/2016,2/1/2016,3/1/2016,4/1/2016,5/1/2016,6/1/2016,7/1/2016,8/1/2016,9/1/2016,10/1/2016,11/1/2016,12/1/2016,1/1/2017,2/1/2017,3/1/2017,4/1/2017,5/1/2017,6/1/2017,7/1/2017,8/1/2017,9/1/2017,10/1/2017,11/1/2017,12/1/2017,1/1/2018,2/1/2018,3/1/2018,4/1/2018,5/1/2018,6/1/2018,7/1/2018,8/1/2018,9/1/2018,10/1/2018,11/1/2018,12/1/2018,1/1/2019,2/1/2019,3/1/2019,4/1/2019,5/1/2019,6/1/2019,7/1/2019,8/1/2019,9/1/2019,10/1/2019,11/1/2019,12/1/2019,1/1/2020,2/1/2020,3/1/2020,4/1/2020,5/1/2020,6/1/2020,7/1/2020,8/1/2020,9/1/2020,10/1/2020,11/1/2020,12/1/2020,1/1/2021,2/1/2021,3/1/2021,4/1/2021,5/1/2021,6/1/2021,7/1/2021,8/1/2021,9/1/2021,10/1/2021,11/1/2021,12/1/2021,1/1/2022,2/1/2022,3/1/2022,4/1/2022,5/1/2022,6/1/2022,7/1/2022,8/1/2022,9/1/2022,10/1/2022,11/1/2022,12/1/2022,1/1/2023
90036,9036,Orange County Transportation Authority,Active,Full Reporter: Operating,2,"Los Angeles-Long Beach-Anaheim, CA",MB,DO,"4,958,849","4,788,129","5,232,774","5,357,847","5,577,551","5,251,925","5,533,213","5,552,990","5,378,477","5,786,210","5,100,052","5,075,270","5,288,888","4,781,810","5,541,939","5,510,851","5,493,831","5,240,785","5,452,900","5,465,806","5,626,885","5,773,798","5,032,321","5,201,126","5,269,279","5,180,964","5,994,608","5,723,400","5,765,690","5,567,322","5,732,852","5,779,918","5,842,144","5,738,565","5,532,578","5,335,278","4,843,773","4,648,341","5,671,728","5,604,356","5,650,169","5,577,901","5,464,199","5,754,222","5,683,026","5,785,549","5,500,185","5,332,716","5,356,781","5,129,244","5,693,944","5,279,600","5,880,312","5,798,195","5,684,192","5,965,739","5,777,969","6,029,380","5,528,643","5,269,734","5,395,127","5,141,663","5,874,946","5,547,865","5,935,627","5,656,357","3,540,240","5,563,924","5,353,429","5,870,181","5,398,824","5,062,405","5,223,589","5,223,889","5,687,175","5,639,757","5,667,972","5,753,998","6,084,360","5,878,107","5,990,622","6,245,413","5,270,377","4,967,577","4,865,274","4,465,896","5,103,739","4,859,241","4,824,111","4,669,167","4,741,046","4,545,808","4,771,663","4,804,572","4,309,397","4,084,956","3,824,972","4,002,711","4,620,973","4,289,935","4,290,155","4,175,896","4,144,956","4,246,520","4,323,656","4,238,377","4,008,810","3,696,814","4,021,568","3,857,142","4,347,448","4,190,795","4,261,763","4,106,686","4,009,962","4,278,144","4,253,414","4,226,584","3,870,396","3,736,585","3,837,016","3,942,006","4,199,411","3,987,684","4,238,852","3,863,878","3,787,370","4,015,915","3,954,934","4,347,551","3,782,290","3,506,084","3,630,728","3,551,273","3,839,816","3,791,335","3,841,224","3,427,460","3,579,142","3,632,969","3,673,162","3,860,746","3,336,498","3,260,123","3,402,560","3,200,445","3,538,653","3,455,356","3,502,996","3,241,246","3,317,130","3,291,205","3,454,268","3,573,665","3,000,379","2,943,823","3,013,258","2,932,648","3,232,887","3,071,095","2,975,726","2,918,111","2,922,270","2,874,941","2,981,331","3,005,383","2,592,682","2,522,438","2,402,442","2,579,145","2,723,712","2,584,649","2,607,892","2,481,300","2,423,090","2,570,496","2,545,415","2,478,858","2,288,815","2,157,673","2,038,724","2,017,639","2,462,334","2,273,657","2,391,407","2,260,167","2,195,647","2,334,843","2,313,027","2,410,785","2,238,759","2,127,337","2,136,971","2,094,767","2,294,022","2,258,454","2,339,668","2,184,166","2,170,454","2,342,323","2,271,327","2,442,039","2,172,040","2,030,996","1,998,495","1,890,838","2,193,148","2,239,138","2,255,620","2,076,956","2,097,241","2,234,955","2,195,312","2,400,416","2,054,427","1,965,270","2,081,826","2,056,018","1,463,930","810,898","983,310","1,146,491","1,312,367","1,349,302","1,369,444","1,309,817","1,155,133","1,082,890","1,013,239","1,044,639","1,200,423","1,244,553","1,303,260","1,361,157","1,504,521","1,535,417","1,613,424","1,623,387","1,550,381","1,446,304","1,402,525","1,502,455","1,778,646","1,754,606","1,898,372","1,741,224","1,822,993","1,990,812","1,995,842","2,029,859","1,740,082","1,764,926","1,756,056"
